Lunao A,7038,Bumula,Bumula,Bumula,Lunao
Lunao B,7039,Bumula,Bumula,Bumula,Lunao
Lutaso A,7040,Bumula,Bumula,Bumula,Lunao
Lutaso B,7041,Bumula,Bumula,Bumula,Lunao
Wesimikha,7042,Bumula,Bumula,Bumula,Lunao
Chiliba A,7043,Bumula,Bumula,Mabusi,Mabusi
Chiliba B,7044,Bumula,Bumula,Mabusi,Mabusi
Mabusi,7045,Bumula,Bumula,Mabusi,Mabusi
Maliki,7046,Bumula,Bumula,Mabusi,Mabusi
Maliti A,7047,Bumula,Bumula,Mabusi,Mabusi
Maliti B,7048,Bumula,Bumula,Mabusi,Mabusi
Matisi,7049,Bumula,Bumula,Mabusi,Mabusi
Mbololo,7050,Bumula,Bumula,Mabusi,Mabusi
Mikokwe A,7051,Bumula,Bumula,Mabusi,Mabusi
Mikokwe B,7052,Bumula,Bumula,Mabusi,Mabusi
Musemwa,7053,Bumula,Bumula,Mabusi,Mabusi
Nachari,7054,Bumula,Bumula,Mabusi,Mabusi
Sikinga,7055,Bumula,Bumula,Mabusi,Mabusi
Sinoko,7056,Bumula,Bumula,Mabusi,Mabusi
Sirakaru,7057,Bumula,Bumula,Mabusi,Mabusi
Wanya,7058,Bumula,Bumula,Mabusi,Mabusi
Wekelekha A,7059,Bumula,Bumula,Mabusi,Mabusi
Wekelekha B,7060,Bumula,Bumula,Mabusi,Mabusi
Kabula Central,7061,Bumula,Bumula,Kabula,Kabula
Kabula Market A,7062,Bumula,Bumula,Kabula,Kabula
Kabula Market B,7063,Bumula,Bumula,Kabula,Kabula
Malinda A,7064,Bumula,Bumula,Kabula,Kabula
Malinda B,7065,Bumula,Bumula,Kabula,Kabula
Naburereya,7066,Bumula,Bumula,Kabula,Kabula
Samichi A,7067,Bumula,Bumula,Kabula,Kabula
Samichi B,7068,Bumula,Bumula,Kabula,Kabula
Sikhogoro,7069,Bumula,Bumula,Kabula,Kabula
Sinoko A,7070,Bumula,Bumula,Kabula,Kabula
Sinoko B,7071,Bumula,Bumula,Kabula,Kabula
Sio Sango A,7072,Bumula,Bumula,Kabula,Kabula
Sio Sango B,7073,Bumula,Bumula,Kabula,Kabula
Wamumali A,7074,Bumula,Bumula,Kabula,Kabula
Wamumali B,7075,Bumula,Bumula,Kabula,Kabula
Wamunyiri,7076,Bumula,Bumula,Kabula,Kabula
Bukumuma,7077,Bumula,Bumula,Kabula,Watoya
Kabula A,7078,Bumula,Bumula,Kabula,Watoya
Kabula B,7079,Bumula,Bumula,Kabula,Watoya
Lukusi,7080,Bumula,Bumula,Kabula,Watoya
Mukhuma A,7081,Bumula,Bumula,Kabula,Watoya
Mukhuma B,7082,Bumula,Bumula,Kabula,Watoya
Nambovi,7083,Bumula,Bumula,Kabula,Watoya
Remwa A,7084,Bumula,Bumula,Kabula,Watoya
Remwa B,7085,Bumula,Bumula,Kabula,Watoya
Sioya A,7086,Bumula,Bumula,Kabula,Watoya
Sioya B,7087,Bumula,Bumula,Kabula,Watoya
Alakara,7088,Bungoma West,Lwandani,LWANDANYI,Chebukuyi
Talita B,7089,Bumula,Bumula,Kabula,Watoya
Talitia A,7090,Bumula,Bumula,Kabula,Watoya
Watoya Central,7091,Bumula,Bumula,Kabula,Watoya
Buyofu Township,7092,Bumula,Bumula,Khasoko,Khasoko
Lwandanyi Market,7093,Bungoma West,Lwandani,LWANDANYI,Meyekhe
Khayo A,7094,Bumula,Bumula,Khasoko,Khasoko
Khayo B,7095,Bumula,Bumula,Khasoko,Khasoko
Khayo C,7096,Bumula,Bumula,Khasoko,Khasoko
Mwiboma,7097,Bumula,Bumula,Khasoko,Khasoko
Mayekwe,7098,Bungoma West,Lwandani,LWANDANYI,Meyekhe
Lureko,7099,Bungoma West,Lwandani,LWANDANYI,Meyekhe
Muyana,7100,Bumula,Bumula,Khasoko,Mungore
Mwombe,7101,Bungoma West,Lwandani,LWANDANYI,Meyekhe
Lwandanyi Rural,7102,Bungoma West,Lwandani,LWANDANYI,Meyekhe
Namawanga,7103,Bungoma West,Lwandani,LWANDANYI,Meyekhe
Namanze A,7104,Bumula,Bumula,Khasoko,Khasoko
Namanze B,7105,Bumula,Bumula,Khasoko,Khasoko
Wambete,7106,Bungoma West,Lwandani,LWANDANYI,Meyekhe
Namusasi B,7107,Bumula,Bumula,Khasoko,Namatotoa
Wamono,7108,Bungoma West,Lwandani,LWANDANYI,Meyekhe
Boiki,7109,Bungoma West,Lwandani,NAMUBILA,Machakha
Khulwanda,7110,Bumula,Bumula,Khasoko,Mungore
Maraba,7111,Bumula,Bumula,Khasoko,Mungore
Mwiyala,7112,Bumula,Bumula,Khasoko,Mungore
Nabuto,7113,Bumula,Bumula,Khasoko,Mungore
Bwaliro,7114,Bumula,Bumula,Khasoko,Namatotoa
Khalera,7115,Bumula,Bumula,Khasoko,Namatotoa
Lubunda,7116,Bumula,Bumula,Khasoko,Namatotoa
Nabukhambi,7117,Bumula,Bumula,Khasoko,Namatotoa
Nalwende,7118,Bumula,Bumula,Khasoko,Namatotoa
Namasali,7119,Bumula,Bumula,Khasoko,Namatotoa
Namusasi A,7120,Bumula,Bumula,Khasoko,Namatotoa
Sango,7121,Bumula,Bumula,Khasoko,Namatotoa
Sikhendu,7122,Bumula,Bumula,Khasoko,Namatotoa
Buloosi,7123,Bumula,Bumula,South bukusu,Lumboka
Burangasi,7124,Bumula,Bumula,South bukusu,Lumboka
Kaya East,7125,Bumula,Bumula,South bukusu,Lumboka
Kaya West,7126,Bumula,Bumula,South bukusu,Lumboka
Khayo,7127,Bumula,Bumula,South bukusu,Lumboka
Kibachenje A,7128,Bumula,Bumula,South bukusu,Lumboka
Kibachenje B,7129,Bumula,Bumula,South bukusu,Lumboka
Kimatuni,7130,Bumula,Bumula,South bukusu,Lumboka
Lumboka Central,7131,Bumula,Bumula,South bukusu,Lumboka
Lumboka North,7132,Bumula,Bumula,South bukusu,Lumboka
Lumboka South,7133,Bumula,Bumula,South bukusu,Lumboka
Lunakwe A,7134,Bumula,Bumula,South bukusu,Lumboka
Lunakwe B,7135,Bumula,Bumula,South bukusu,Lumboka
Nakholo A,7136,Bumula,Bumula,South bukusu,Lumboka
Nakholo B,7137,Bumula,Bumula,South bukusu,Lumboka
Namaterema A,7138,Bumula,Bumula,South bukusu,Lumboka
Namaterema B,7139,Bumula,Bumula,South bukusu,Lumboka
Sango A,7140,Bumula,Bumula,South bukusu,Lumboka
Sango B,7141,Bumula,Bumula,South bukusu,Lumboka
Sinoko,7142,Bumula,Bumula,South bukusu,Lumboka
Mapolo A,7143,Bumula,Bumula,South bukusu,Mateka
Mapolo B,7144,Bumula,Bumula,South bukusu,Mateka
Mateka,7145,Bumula,Bumula,South bukusu,Mateka
Sifunyame A,7146,Bumula,Bumula,South bukusu,Mateka
Sifunyame B,7147,Bumula,Bumula,South bukusu,Mateka
Sikata A,7148,Bumula,Bumula,South bukusu,Mateka
Sikata B,7149,Bumula,Bumula,South bukusu,Mateka
Biliso A,7150,Bumula,Bumula,South bukusu,Mwanda
Biliso B,7151,Bumula,Bumula,South bukusu,Mwanda
Faraha,7152,Bumula,Bumula,South bukusu,Mwanda
Lukhuna A,7153,Bumula,Bumula,South bukusu,Mwanda
Lukhuna B,7154,Bumula,Bumula,South bukusu,Mwanda
Lulare A,7155,Bumula,Bumula,South bukusu,Mwanda
Lulare B,7156,Bumula,Bumula,South bukusu,Mwanda
Lumoro,7157,Bumula,Bumula,South bukusu,Mwanda
Mwanda A,7158,Bumula,Bumula,South bukusu,Mwanda
Mwanda B,7159,Bumula,Bumula,South bukusu,Mwanda
Naika A,7160,Bumula,Bumula,South bukusu,Mwanda
Naika B,7161,Bumula,Bumula,South bukusu,Mwanda
Navikoto,7162,Bumula,Bumula,South bukusu,Mwanda
Sikata A,7163,Bumula,Bumula,South bukusu,Mwanda
Sikata B,7164,Bumula,Bumula,South bukusu,Mwanda
Sio A,7165,Bumula,Bumula,South bukusu,Mwanda
Sio B,7166,Bumula,Bumula,South bukusu,Mwanda
Sio C,7167,Bumula,Bumula,South bukusu,Mwanda
Tabuti A,7168,Bumula,Bumula,South bukusu,Mwanda
Tabuti B,7169,Bumula,Bumula,South bukusu,Mwanda
Tabuti C,7170,Bumula,Bumula,South bukusu,Mwanda
Tulumba A,7171,Bumula,Bumula,South bukusu,Mwanda
Tulumba B,7172,Bumula,Bumula,South bukusu,Mwanda
Mwiboma,7173,Bumula,Bumula,Khasoko,Khasoko
Tulumba C,7174,Bumula,Bumula,South bukusu,Mwanda
Kibuke A,7175,Bumula,Bumula,Kibuke,Kibuke
Kibuke B,7176,Bumula,Bumula,Kibuke,Kibuke
Kimwanga,7177,Bumula,Bumula,Kibuke,Kibuke
Machwele A,7178,Bumula,Bumula,Kibuke,Kibuke
Malinda,7179,Bumula,Bumula,Kibuke,Kibuke
Namisi,7180,Bumula,Bumula,Kibuke,Kibuke
Namuninge,7181,Bumula,Bumula,Kibuke,Kibuke
Ndelelwe,7182,Bumula,Bumula,Kibuke,Kibuke
Sirende,7183,Bumula,Bumula,Kibuke,Kibuke
Sukura,7184,Bumula,Bumula,Kibuke,Kibuke
Wacholi,7185,Bumula,Bumula,Kibuke,Kibuke
Weyeta,7186,Bumula,Bumula,Kibuke,Kibuke
Lwanja A,7187,Bumula,Bumula,Kibuke,Lwanja
Lwanja B,7188,Bumula,Bumula,Kibuke,Lwanja
Lwanja C,7189,Bumula,Bumula,Kibuke,Lwanja
Lwanja D,7190,Bumula,Bumula,Kibuke,Lwanja
Machwele,7191,Bumula,Bumula,Kibuke,Lwanja
Mwomo A,7192,Bumula,Bumula,Kibuke,Lwanja
Mwomo C,7193,Bumula,Bumula,Kibuke,Lwanja
Mwowo B,7194,Bumula,Bumula,Kibuke,Lwanja
Nalutiri,7195,Bumula,Bumula,Kibuke,Lwanja
Nang'Eni A,7196,Bumula,Bumula,Kibuke,Lwanja
Nang'Eni B,7197,Bumula,Bumula,Kibuke,Lwanja
Nang'Eni C,7198,Bumula,Bumula,Kibuke,Lwanja
Nang'Eni Market,7199,Bumula,Bumula,Kibuke,Lwanja
Kisioyi A,7200,Bumula,Bumula,Kibuke,Mayanja
Kisioyi B,7201,Bumula,Bumula,Kibuke,Mayanja
Machakha,7202,Bumula,Bumula,Kibuke,Mayanja
Mayanja,7203,Bumula,Bumula,Kibuke,Mayanja
Mayanja Market,7204,Bumula,Bumula,Kibuke,Mayanja
Namuninge,7205,Bumula,Bumula,Kibuke,Mayanja
Njololwe,7206,Bumula,Bumula,Kibuke,Mayanja
Sinoko,7207,Bumula,Bumula,Kibuke,Mayanja
Tunya,7208,Bumula,Bumula,Kibuke,Mayanja
Wamalicha,7209,Bumula,Bumula,Kibuke,Mayanja
Kibuke A,7210,Bumula,Bumula,Kibuke,Ng'Oli
Kibuke B,7211,Bumula,Bumula,Kibuke,Ng'Oli
Lurare,7212,Bumula,Bumula,Kibuke,Ng'Oli
Nabuyewe,7213,Bumula,Bumula,Kibuke,Ng'Oli
Namanga,7214,Bumula,Bumula,Kibuke,Ng'Oli
Ndole,7215,Bumula,Bumula,Kibuke,Ng'Oli
Ngoli C,7216,Bumula,Bumula,Kibuke,Ng'Oli
Sango A,7217,Bumula,Bumula,Kibuke,Ng'Oli
Sango B,7218,Bumula,Bumula,Kibuke,Ng'Oli
Khayo A,7219,Bumula,Bumula,Mabusi,Kimatuni
Khayo B,7220,Bumula,Bumula,Mabusi,Kimatuni
Kimatuni A,7221,Bumula,Bumula,Mabusi,Kimatuni
Kimatuni B,7222,Bumula,Bumula,Mabusi,Kimatuni
Lwanda,7223,Bumula,Bumula,Mabusi,Kimatuni
Masuno A,7224,Bumula,Bumula,Mabusi,Kimatuni
Masuno B,7225,Bumula,Bumula,Mabusi,Kimatuni
Musiaya A,7226,Bumula,Bumula,Mabusi,Kimatuni
Musiaya B,7227,Bumula,Bumula,Mabusi,Kimatuni
Nabunga A,7228,Bumula,Bumula,Mabusi,Kimatuni
Nabunga B,7229,Bumula,Bumula,Mabusi,Kimatuni
Namasa,7230,Bumula,Bumula,Mabusi,Kimatuni
Namaterema,7231,Bumula,Bumula,Mabusi,Kimatuni
Nasianda A,7232,Bumula,Bumula,Mabusi,Kimatuni
Nasianda B,7233,Bumula,Bumula,Mabusi,Kimatuni
Sango,7234,Bumula,Bumula,Mabusi,Kimatuni
Sinoko,7235,Bumula,Bumula,Mabusi,Kimatuni
Bosio A,7236,Bumula,Bumula,Mukwa,Kisawayi
Bosio B,7237,Bumula,Bumula,Mukwa,Kisawayi
Bosio Central,7238,Bumula,Bumula,Mukwa,Kisawayi
Bosio Dam,7239,Bumula,Bumula,Mukwa,Kisawayi
Kisawayi A,7240,Bumula,Bumula,Mukwa,Kisawayi
Kisawayi B,7241,Bumula,Bumula,Mukwa,Kisawayi
Kware,7242,Bumula,Bumula,Mukwa,Kisawayi
Lukhuna,7243,Bumula,Bumula,Mukwa,Kisawayi
Luuya,7244,Bumula,Bumula,Mukwa,Kisawayi
Makutano A,7245,Bumula,Bumula,Mukwa,Kisawayi
Makutano B,7246,Bumula,Bumula,Mukwa,Kisawayi
Miluki,7247,Bumula,Bumula,Mukwa,Kisawayi
Mupeli,7248,Bumula,Bumula,Mukwa,Kisawayi
Namanje A,7249,Bumula,Bumula,Mukwa,Kisawayi
Namanje B,7250,Bumula,Bumula,Mukwa,Kisawayi
Namilama,7251,Bumula,Bumula,Mukwa,Kisawayi
Nangili A,7252,Bumula,Bumula,Mukwa,Kisawayi
Nangili B,7253,Bumula,Bumula,Mukwa,Kisawayi
Napara A,7254,Bumula,Bumula,Mukwa,Kisawayi
Napara B,7255,Bumula,Bumula,Mukwa,Kisawayi
Napara East,7256,Bumula,Bumula,Mukwa,Kisawayi
Netima,7257,Bumula,Bumula,Mukwa,Kisawayi
Sango A Town,7258,Bumula,Bumula,Mukwa,Kisawayi
Sinoko,7259,Bumula,Bumula,Mukwa,Kisawayi
Tembelela,7260,Bumula,Bumula,Mukwa,Kisawayi
Toloso A,7261,Bumula,Bumula,Mukwa,Kisawayi
Toloso B,7262,Bumula,Bumula,Mukwa,Kisawayi
Weteba,7263,Bumula,Bumula,Mukwa,Kisawayi
Bunjoli,7264,Bumula,Bumula,Mukwa,Mukwa
Kikwechi A,7265,Bumula,Bumula,Mukwa,Mukwa
Kikwechi B,7266,Bumula,Bumula,Mukwa,Mukwa
Kikwechi C,7267,Bumula,Bumula,Mukwa,Mukwa
Lutaso,7268,Bumula,Bumula,Mukwa,Mukwa
Lwanda,7269,Bumula,Bumula,Mukwa,Mukwa
Manani A,7270,Bumula,Bumula,Mukwa,Mukwa
Manani B,7271,Bumula,Bumula,Mukwa,Mukwa
Manani C,7272,Bumula,Bumula,Mukwa,Mukwa
Mosole,7273,Bumula,Bumula,Mukwa,Mukwa
Mukwa A,7274,Bumula,Bumula,Mukwa,Mukwa
Mukwa B,7275,Bumula,Bumula,Mukwa,Mukwa
Mukwa C,7276,Bumula,Bumula,Mukwa,Mukwa
Munyala,7277,Bumula,Bumula,Mukwa,Mukwa
Mutogo,7278,Bumula,Bumula,Mukwa,Mukwa
Nalukisi,7279,Bumula,Bumula,Mukwa,Mukwa
Nambalai,7280,Bumula,Bumula,Mukwa,Mukwa
Navhubero,7281,Bumula,Bumula,Mukwa,Mukwa
Shilanga A,7282,Bumula,Bumula,Mukwa,Mukwa
Shilanga B,7283,Bumula,Bumula,Mukwa,Mukwa
Shilova,7284,Bumula,Bumula,Mukwa,Mukwa
Urinde,7285,Bumula,Bumula,Mukwa,Mukwa
Chebukuyi,7286,Bungoma West,Lwandani,LWANDANYI,Chebukuyi
Kaburuet,7287,Bungoma West,Lwandani,LWANDANYI,Chebukuyi
Katomei,7288,Bungoma West,Lwandani,LWANDANYI,Chebukuyi
Komiriai,7289,Bungoma West,Lwandani,LWANDANYI,Chebukuyi
Korosiandet,7290,Bungoma West,Lwandani,LWANDANYI,Chebukuyi
Lwakhakha A,7291,Bungoma West,Lwandani,LWANDANYI,Chebukuyi
Lwakhakha B,7292,Bungoma West,Lwandani,LWANDANYI,Chebukuyi
Makutano,7293,Bungoma West,Lwandani,LWANDANYI,Chebukuyi
Moru,7294,Bungoma West,Lwandani,LWANDANYI,Chebukuyi
Musemwa,7295,Bungoma West,Lwandani,LWANDANYI,Chebukuyi
Namundi,7296,Bungoma West,Lwandani,LWANDANYI,Chebukuyi
Namutokholo,7297,Bungoma West,Lwandani,LWANDANYI,Chebukuyi
Bukiabi,7298,Bungoma West,Lwandani,LWANDANYI,Meyekhe
Khabukoya A,7299,Bungoma West,Lwandani,LWANDANYI,Meyekhe
Khabukoya B,7300,Bungoma West,Lwandani,LWANDANYI,Meyekhe
Kamurumba,7301,Bumula,Bumula,Napara,Khasolo
Khasolo A,7302,Bumula,Bumula,Napara,Khasolo
Khasolo B,7303,Bumula,Bumula,Napara,Khasolo
Khasolo C,7304,Bumula,Bumula,Napara,Khasolo
Kitabisi A,7305,Bumula,Bumula,Napara,Khasolo
Kitabisi A2,7306,Bumula,Bumula,Napara,Khasolo
Kitabisi B,7307,Bumula,Bumula,Napara,Khasolo
Kitabisi C,7308,Bumula,Bumula,Napara,Khasolo
Kitabisi D,7309,Bumula,Bumula,Napara,Khasolo
Lurare,7310,Bumula,Bumula,Napara,Khasolo
Masielo A,7311,Bumula,Bumula,Napara,Khasolo
Masielo B,7312,Bumula,Bumula,Napara,Khasolo
Nakalira A,7313,Bumula,Bumula,Napara,Khasolo
Nakalira B,7314,Bumula,Bumula,Napara,Khasolo
Nakalira C,7315,Bumula,Bumula,Napara,Khasolo
Namawanga A,7316,Bumula,Bumula,Napara,Khasolo
Namawanga B,7317,Bumula,Bumula,Napara,Khasolo
Nambale,7318,Bumula,Bumula,Napara,Khasolo
Napara,7319,Bumula,Bumula,Napara,Khasolo
Sango A,7320,Bumula,Bumula,Napara,Khasolo
Sango B,7321,Bumula,Bumula,Napara,Khasolo
Sikhendu,7322,Bumula,Bumula,Napara,Khasolo
Sinoko,7323,Bumula,Bumula,Napara,Khasolo
Khasolo,7324,Bumula,Bumula,Siboti,Musakasa
Kimwanga Dam,7325,Bumula,Bumula,Siboti,Musakasa
Luanda,7326,Bumula,Bumula,Siboti,Musakasa
Lukhuna,7327,Bumula,Bumula,Siboti,Musakasa
Lurare,7328,Bumula,Bumula,Siboti,Musakasa
Lusubasubi,7329,Bumula,Bumula,Siboti,Musakasa
Malinda,7330,Bumula,Bumula,Siboti,Musakasa
Masielo,7331,Bumula,Bumula,Siboti,Musakasa
Matisi,7332,Bumula,Bumula,Siboti,Musakasa
Mukhuyu,7333,Bumula,Bumula,Siboti,Musakasa
Munyinyi,7334,Bumula,Bumula,Siboti,Musakasa
Mupeli,7335,Bumula,Bumula,Siboti,Musakasa
Murumba,7336,Bumula,Bumula,Siboti,Musakasa
Musakasa,7337,Bumula,Bumula,Siboti,Musakasa
Nandika,7338,Bumula,Bumula,Siboti,Musakasa
Netima,7339,Bumula,Bumula,Siboti,Musakasa
Sango,7340,Bumula,Bumula,Siboti,Musakasa
Sirende,7341,Bumula,Bumula,Siboti,Musakasa
Sirisia,7342,Bumula,Bumula,Siboti,Musakasa
Sitabicha,7343,Bumula,Bumula,Siboti,Musakasa
Kamunyongole,7344,Bungoma West,Lwandani,NAMUBILA,Machakha
Machakha A,7345,Bungoma West,Lwandani,NAMUBILA,Machakha
Machakha B,7346,Bungoma West,Lwandani,NAMUBILA,Machakha
Marakaru,7347,Bungoma West,Lwandani,NAMUBILA,Machakha
Namubila A,7348,Bungoma West,Lwandani,NAMUBILA,Machakha
Namubila B,7349,Bungoma West,Lwandani,NAMUBILA,Machakha
Kabendo,7350,Bungoma West,Lwandani,NAMUBILA,Wamono
Kabukara A,7351,Bungoma West,Lwandani,NAMUBILA,Wamono
Kabukara B,7352,Bungoma West,Lwandani,NAMUBILA,Wamono
Kabukara C,7353,Bungoma West,Lwandani,NAMUBILA,Wamono
Kaprot,7354,Bungoma West,Lwandani,NAMUBILA,Wamono
Kapsitet,7355,Bungoma West,Lwandani,NAMUBILA,Wamono
Kibindoni A,7356,Bungoma West,Lwandani,NAMUBILA,Wamono
Kibindoni B,7357,Bungoma West,Lwandani,NAMUBILA,Wamono
Kibindoni C,7358,Bungoma West,Lwandani,NAMUBILA,Wamono
Nasala A,7359,Bungoma West,Lwandani,NAMUBILA,Wamono
Nasala B,7360,Bungoma West,Lwandani,NAMUBILA,Wamono
Tulienge A,7361,Bungoma West,Lwandani,NAMUBILA,Wamono
Tulienge B,7362,Bungoma West,Lwandani,NAMUBILA,Wamono
Bukokholo,7363,Bungoma West,Malakisi,MALAKISI,Bukokholo
Kabaswana A,7364,Bungoma West,Malakisi,MALAKISI,Bukokholo
Kabaswana B,7365,Bungoma West,Malakisi,MALAKISI,Bukokholo
Kibeu A,7366,Bungoma West,Malakisi,MALAKISI,Bukokholo
Kibeu B,7367,Bungoma West,Malakisi,MALAKISI,Bukokholo
Lukhuna,7368,Bungoma West,Malakisi,MALAKISI,Bukokholo
Matunda A,7369,Bungoma West,Malakisi,MALAKISI,Bukokholo
Mukhekhe,7370,Bungoma West,Malakisi,MALAKISI,Bukokholo
Mutoba,7371,Bungoma West,Malakisi,MALAKISI,Bukokholo
Mwibale,7372,Bungoma West,Malakisi,MALAKISI,Bukokholo
Singichwa,7373,Bungoma West,Malakisi,MALAKISI,Bukokholo
Toloso,7374,Bungoma West,Malakisi,MALAKISI,Bukokholo
Wekelekha,7375,Bungoma West,Malakisi,MALAKISI,Bukokholo
Butonge,7376,Bungoma West,Malakisi,MALAKISI,Butonge
Maema,7377,Bungoma West,Malakisi,MALAKISI,Butonge
Majengo A,7378,Bungoma West,Malakisi,MALAKISI,Butonge
Majengo B,7379,Bungoma West,Malakisi,MALAKISI,Butonge
Makutano,7380,Bungoma West,Malakisi,MALAKISI,Butonge
Matisi A,7381,Bungoma West,Malakisi,MALAKISI,Butonge
Matisi B,7382,Bungoma West,Malakisi,MALAKISI,Butonge
Matunda B,7383,Bungoma West,Malakisi,MALAKISI,Butonge
Nambusi A,7384,Bungoma West,Malakisi,MALAKISI,Butonge
Nambusi B,7385,Bungoma West,Malakisi,MALAKISI,Butonge
Tembelela A,7386,Bungoma West,Malakisi,MALAKISI,Butonge
Tembelela B,7387,Bungoma West,Malakisi,MALAKISI,Butonge
Tembelela C,7388,Bungoma West,Malakisi,MALAKISI,Butonge
Weyeta,7389,Bungoma West,Malakisi,MALAKISI,Butonge
Lurare A,7390,Bungoma West,Malakisi,MALAKISI,Mwalie
Lurare B,7391,Bungoma West,Malakisi,MALAKISI,Mwalie
Malakisi Rural A,7392,Bungoma West,Malakisi,MALAKISI,Mwalie
Malakisi Rural B,7393,Bungoma West,Malakisi,MALAKISI,Mwalie
Malakisi Township,7394,Bungoma West,Malakisi,MALAKISI,Mwalie
Mwalie,7395,Bungoma West,Malakisi,MALAKISI,Mwalie
Nabukhwe A,7396,Bungoma West,Malakisi,MALAKISI,Mwalie
Nabukhwe B,7397,Bungoma West,Malakisi,MALAKISI,Mwalie
Okimaru,7398,Bungoma West,Malakisi,MALAKISI,Mwalie
Sinoko,7399,Bungoma West,Malakisi,MALAKISI,Mwalie
Kisioyi,7400,Bungoma West,Malakisi,MALAKISI,Sitabicha
Londo,7401,Bungoma West,Malakisi,MALAKISI,Sitabicha
Lurende,7402,Bungoma West,Malakisi,MALAKISI,Sitabicha
Musemwa,7403,Bungoma West,Malakisi,MALAKISI,Sitabicha
Namwesi A,7404,Bungoma West,Malakisi,MALAKISI,Sitabicha
Namwesi B,7405,Bungoma West,Malakisi,MALAKISI,Sitabicha
Sabakhwa,7406,Bungoma West,Malakisi,MALAKISI,Sitabicha
Sango,7407,Bungoma West,Malakisi,MALAKISI,Sitabicha
Sitabicha Market,7408,Bungoma West,Malakisi,MALAKISI,Sitabicha
Wanambwa,7409,Bungoma West,Malakisi,MALAKISI,Sitabicha
Luyekhe,7410,Bungoma West,Malakisi,MALAKISI,Sitabicha
Abuburiait,7411,Bungoma West,Malakisi,MALAKISI,Tamulega
Amoni,7412,Bungoma West,Malakisi,MALAKISI,Tamulega
Kamuruon,7413,Bungoma West,Malakisi,MALAKISI,Tamulega
Matumbayi,7414,Bungoma West,Malakisi,MALAKISI,Tamulega
Mlimani,7415,Bungoma West,Malakisi,MALAKISI,Tamulega
Nambale,7416,Bungoma West,Malakisi,MALAKISI,Tamulega
Nambuya A,7417,Bungoma West,Malakisi,MALAKISI,Tamulega
Nambuya B,7418,Bungoma West,Malakisi,MALAKISI,Tamulega
Nambuya C,7419,Bungoma West,Malakisi,MALAKISI,Tamulega
Tamulega A,7420,Bungoma West,Malakisi,MALAKISI,Tamulega
Tamulega B,7421,Bungoma West,Malakisi,MALAKISI,Tamulega
Namawanga,7422,Bungoma West,Malakisi,MALAKISI,Tamulega
Mukhuyuni,7423,Bungoma West,Malakisi,MALAKISI,Tamulega
Khasinja,7424,Bungoma West,Namwela,NAMWELA,Central Namwela
Kikai A,7425,Bungoma West,Namwela,NAMWELA,Central Namwela
Kikai B,7426,Bungoma West,Namwela,NAMWELA,Central Namwela
Lukhuna,7427,Bungoma West,Namwela,NAMWELA,Central Namwela
Munyanganyi,7428,Bungoma West,Namwela,NAMWELA,Central Namwela
Nabeki A,7429,Bungoma West,Namwela,NAMWELA,Central Namwela
Nabeki B,7430,Bungoma West,Namwela,NAMWELA,Central Namwela
Ng'oli A,7431,Bungoma West,Namwela,NAMWELA,Central Namwela
Binyenya A,7432,Bungoma West,Namwela,NAMWELA,Central Namwela
Binyenya B,7433,Bungoma West,Namwela,NAMWELA,Central Namwela
Sango A,7434,Bungoma West,Namwela,NAMWELA,Central Namwela
Sango B,7435,Bungoma West,Namwela,NAMWELA,Central Namwela
Wekelekha,7436,Bungoma West,Namwela,NAMWELA,Central Namwela
Brasil A,7437,Bungoma West,Namwela,NAMWELA,Menu
Brasil B,7438,Bungoma West,Namwela,NAMWELA,Menu
Kaptanai A,7439,Bungoma West,Namwela,NAMWELA,Menu
Lwanda,7440,Bungoma West,Namwela,NAMWELA,Menu
Masaba,7441,Bungoma West,Namwela,NAMWELA,Menu
Menu,7442,Bungoma West,Namwela,NAMWELA,Menu
Namtokholo A,7443,Bungoma West,Namwela,NAMWELA,Menu
Namtokholo B,7444,Bungoma West,Namwela,NAMWELA,Menu
Namwela A,7445,Bungoma West,Namwela,NAMWELA,Menu
Namwela B,7446,Bungoma West,Namwela,NAMWELA,Menu
Sinoko,7447,Bungoma West,Namwela,NAMWELA,Menu
Maliki A,7448,Bungoma West,Namwela,NAMWELA,Menu
Kaptanai B,7449,Bungoma West,Namwela,NAMWELA,Menu
Ndakaru,7450,Bungoma West,Namwela,NAMWELA,Menu
Maliki B,7451,Bungoma West,Namwela,NAMWELA,Menu
Mlimani,7452,Bungoma West,Namwela,NAMWELA,Menu
Butende 'A',7453,Bungoma West,Namwela,TOLOSO,South Namwela
Butende 'B',7454,Bungoma West,Namwela,TOLOSO,South Namwela
Butende 'C',7455,Bungoma West,Namwela,TOLOSO,South Namwela
Chepalini,7456,Bungoma West,Namwela,TOLOSO,South Namwela
Kuwafu 'A',7457,Bungoma West,Namwela,TOLOSO,South Namwela
Kuwafu 'B',7458,Bungoma West,Namwela,TOLOSO,South Namwela
Kuwafu 'C',7459,Bungoma West,Namwela,TOLOSO,South Namwela
Malindi,7460,Bungoma West,Namwela,TOLOSO,South Namwela
Matibo 'A',7461,Bungoma West,Namwela,TOLOSO,South Namwela
Matibo 'B',7462,Bungoma West,Namwela,TOLOSO,South Namwela
Mlango,7463,Bungoma West,Namwela,TOLOSO,South Namwela
Mulukhu,7464,Bungoma West,Namwela,TOLOSO,South Namwela
